section_code,section,contents,clause_title,clause_reference
Q,Q12,Plumbing and Drainage Installations,Pipe Supports,"(a) Fixing method given in description. Cutting/pinning ends given in description. (b) Ears cast/soldered/welded to pipes given in pipe description. (c) Pipe supports (clips, saddles, hooks, holderbats) given in description of pipes. (d) Brackets, rollers, chairs, hangers, plates, lugs, anchors, guides enumerated separately stating component/pipe size. Spring compensated components described with load and movement. (e) Pipe-stays and collars enumerated stating pipe size and stay length. (f) Pylons/other supports enumerated stating size, fixing method and structure."
Q,Q13,Plumbing and Drainage Installations,Pipe-Sleeves And Plates,"(a) Pipe-sleeves enumerated stating length, size and kind of pipe, and packing type. (b) Wall, floor and ceiling plates enumerated stating size and pipe. Plates fitted to sleeves given in sleeve description stating end(s)."
Q,Q14,Plumbing and Drainage Installations,Inspection Doors,"Inspection doors in pipes enumerated as extra over pipe stating sealing method. Where in pipe fittings, given in description of fitting."
Q,Q15,Plumbing and Drainage Installations,Dampers,Dampers in pipes shall be enumerated as extra over the pipe in which they occur stating the method of operation.
Q,Q16,Plumbing and Drainage Installations,"Traps, Thimbles, Ferrules And Cones","Traps, thimbles, ferrules, cones and similar items enumerated stating size, pipe kind and appliance attached, and jointing method."
Q,Q17,Plumbing and Drainage Installations,Rainwater Heads And Roof Outlets,"Rainwater heads, roof-outlets and similar enumerated separately stating type, size and jointing method."
Q,Q18,Plumbing and Drainage Installations,Hopper-Heads,"Hopper-heads enumerated stating type, pipe kind and jointing method."
Q,Q19,Plumbing and Drainage Installations,Gratings,Gratings enumerated stating size of pipe or outlet attached.
Q,Q20,Plumbing and Drainage Installations,"Cowls, Terminals Etc.","(a) Cowls, terminals, hinged flaps, cross-wired ends etc. enumerated separately stating size, pipe kind and jointing method. (b) Flashing-plates, weathering-aprons, cravats etc. enumerated separately stating size and pipe size/kind."
Q,Q21,Plumbing and Drainage Installations,Exhaust Heads,"Exhaust heads enumerated stating number, type and size of connections."
Q,Q22,Plumbing and Drainage Installations,Drip-Trays And Tundishes,"Drip-trays and tundishes each enumerated separately stating number, type and size of connections."
Q,Q23,Plumbing and Drainage Installations,Independent Chimneys,"(a) Independent vertical steel chimneys enumerated stating internal diameter and jointing method. Base-plates, linings, claddings, bolts, guy-ropes, ladders, rails, hooks, doors, cowls etc. given in description stating number, type and size. (b) Connections to boilers and stone chimneys enumerated separately stating jointing method and packing type."
Q,Q24,Plumbing and Drainage Installations,Connections,"Connections to public mains, making good highways and similar work (only carried out by public authority/undertaking) given as provisional or prime cost sum (see A7)."
Q,Q25,Plumbing and Drainage Installations,Equipment Generally,All equipment items enumerated and fully described.
Q,Q26,Plumbing and Drainage Installations,Water Tanks,"Expansion, storage and condense-water tanks enumerated stating type, capacity (litres) and connections for pipes/mountings. Overflows, access-holes and covers given in description stating number, type and size."
Q,Q27,Plumbing and Drainage Installations,Hot Water And Thermal Storage Cylinders,"(a) Hot water and thermal storage cylinders enumerated stating capacity (gallons), working/test pressures, max. operating temperature, connections for pipes/mountings. Access-holes, covers, fittings given in description stating number, type, size. (b) Electrical immersion-heaters described with loading. Electrical connections see Section S."
Q,Q28,Plumbing and Drainage Installations,Appliances Generally,"Assembly, flanges, couplings and jointing deemed included with appliances. Fixing and jointing to pipes/appliances stated."
Q,Q29,Plumbing and Drainage Installations,Sanitary Appliances,"Baths, basins, tubs, showers, WCs, sinks, urinals, cisterns, fountains etc. each enumerated separately stating type and size. Cantilever brackets given in description."
Q,Q30,Plumbing and Drainage Installations,Fire-Fighting Appliances,"Fire appliances, foam-inlets, hydrants, extinguishers, blankets, buckets, reels, boosters, gauges etc. each enumerated separately stating type and size."
Q,Q31,Plumbing and Drainage Installations,Ancillaries Generally,"(a) Flanges, couplings and jointing deemed included with ancillaries. (b) Ancillaries forming part of equipment, or supplied with it, given in equipment description."
Q,Q32,Plumbing and Drainage Installations,Valves And Cocks,"Valves, cocks, taps and fittings enumerated separately stating type and size. Extended spindles described with length and locking devices. Hose-unions described. Connecting ends to pipes/appliances given in description with type of pipework/appliance and jointing method."
Q,Q33,Plumbing and Drainage Installations,Sleeves And Holes,"(a) Sleeves given in number grouped for pipes not exceeding 100 mm diameter and thereafter in 100 mm stages, in successive lengths of 250 mm. (b) Holes for pipes, tubes, bars, cables, conduits etc. enumerated stating size of member as Clause A4 and thickness of timber/metal. Other holes, countersunk/tapped holes, slots not included elsewhere enumerated separately stating size and thickness."
Q,Q34,Plumbing and Drainage Installations,Thermal Insulation Generally,(a) Particulars: i. Kind of insulating material; ii. Thickness; iii. Finish; iv. Method of fixing. (b) Smoothing insulation and working around supports deemed included.
Q,Q34,Plumbing and Drainage Installations,Insulation To Plant,"(a) Insulation to cylinders, tanks etc. enumerated stating size/unit. Protection details given. (b) Working insulation around pipes/fittings deemed included."
Q,Q35,Plumbing and Drainage Installations,Insulation Of Pipework And Fittings,"(a) Pipework insulation given in linear metres stating type and bore of pipe. Protection details given. (b) Working insulation around valves, gauges, flanges etc. deemed included. Boxes for valves described. (c) Sectional insulating coverings described and given per (a). (d) Fitting sectional coverings around fittings enumerated separately as extra. (e) Flanged joints in sectional coverings described stating protection. Isolated flanged joints enumerated as extra."
Q,Q36,Plumbing and Drainage Installations,Marking Positions,"Marking positions of holes, mortices, chases etc. in structure for installation deemed included."
Q,Q37,Plumbing and Drainage Installations,Plans Of Installation,Preparation of installation plans/diagrams as fitted given as item stating type of information and number of copies required.
Q,Q38,Plumbing and Drainage Installations,Testing Installations,Testing each installation given as item and fully described.
Q,Q39,Plumbing and Drainage Installations,Builder'S Work Generally,Builder’s work in connection with plumbing/drainage installations grouped under heading. Where required to be executed by plumber/engineer so described and billed with installation.
Q,Q40,Plumbing and Drainage Installations,Cutting And Pinning,"Cutting, pinning and making good ends of supports for equipment, appliances, fittings etc. enumerated or included in support description."
Q,Q41,Plumbing and Drainage Installations,Cutting Away And Making Good,"(i) Holes for pipes etc. given per appropriate section. (ii) Mortices, sinkings etc. enumerated separately stating size and structure. (iii) Cutting chases given in linear metres stating pipe size (per A4) and structure."
R,R1,Mechanical Engineering Installations,Mechanical Engineering Installation Generally,"(a) Work shall be grouped as follows under headings: PIPED SYSTEMS: i. Heating, cooling and refrigeration; ii. Ventilation and air-conditioning; iii. Hydraulic; iv. Compressed air; v. Gas; vi. Refuse chutes; vii. Laboratory/Industrial waste drainage; viii. Centralised vacuum cleaning; ix. Compactors/macerators; x. Incineration plant; xi. Swimming pool water treatment. CONVEYING INSTALLATIONS: xiii. Lifts; xiv. Hoists, escalators, moving pavements, conveyors; xv. Cranes, cradles, goods distribution, mechanised warehousing; xvi. Mechanical/pneumatic document conveying; xvii. Automatic document filing/retrieval. (b) Particular requirements per Q1(b)–(j). (c) Heating/ventilation/air-conditioning work in boiler-houses/plant rooms and external described in each case."
